timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total
20230804T1500,19.060246,0
20230804T1600,18.790245,0.1
20230804T1700,18.530245,0.2
20230804T1800,18.010244,0.1
20230804T1900,17.190245,0.3
20230804T2000,16.780245,0
20230804T2100,16.450245,0
20230804T2200,15.380245,0.1
20230804T2300,14.830245,0
20230805T0000,14.670245,0
20230805T0100,14.3102455,0
20230805T0200,14.190246,0
20230805T0300,13.850245,0
20230805T0400,14.050245,0
20230805T0500,13.940246,0
20230805T0600,14.790245,0
20230805T0700,16.240246,0
20230805T0800,17.270245,0
20230805T0900,18.590246,0
20230805T1000,19.880245,0.1
20230805T1100,20.610245,0.1
20230805T1200,21.400246,0
20230805T1300,21.960245,0
20230805T1400,22.370245,0
20230805T1500,22.560246,0
20230805T1600,22.120245,0
20230805T1700,21.460245,0
20230805T1800,20.200245,0
20230805T1900,19.160246,0
20230805T2000,18.220245,0.2
20230805T2100,17.900246,0
20230805T2200,16.550245,0
20230805T2300,16.690245,0
20230806T0000,16.780245,0
20230806T0100,16.360247,0
20230806T0200,16.060246,0
20230806T0300,15.430245,0
20230806T0400,14.570246,0.2
20230806T0500,13.980246,0.8
20230806T0600,13.630245,0.8
20230806T0700,13.940246,0.6
20230806T0800,14.150246,0.4
20230806T0900,14.020246,0.4
20230806T1000,13.890245,0.6
20230806T1100,14.430245,0.9
20230806T1200,14.770246,0.5
20230806T1300,15.680245,0.3
20230806T1400,16.860245,0.2
20230806T1500,17.400246,0.1
20230806T1600,17.000246,0.4
20230806T1700,16.380245,0.2
20230806T1800,16.240246,0
20230806T1900,15.150246,0
20230806T2000,14.540245,0
20230806T2100,14.260245,0
20230806T2200,13.740245,0
20230806T2300,13.850245,0
20230807T0000,13.520246,0
20230807T0100,13.150246,0
20230807T0200,12.840245,0
20230807T0300,12.480246,0
20230807T0400,12.460245,0
20230807T0500,12.410245,0.1
20230807T0600,12.920245,0.2
20230807T0700,13.650246,0
20230807T0800,14.230246,0
20230807T0900,15.430245,0
20230807T1000,16.520247,0
20230807T1100,17.270245,0.2
20230807T1200,18.280245,0.1
20230807T1300,18.480246,0
20230807T1400,18.920246,0
20230807T1500,19.030245,0
20230807T1600,19.150246,0
20230807T1700,19.370245,0
20230807T1800,18.240246,0
20230807T1900,15.170245,0
20230807T2000,14.100245,0
20230807T2100,12.690246,0
20230807T2200,11.720245,0
20230807T2300,11.850245,0
20230808T0000,11.450245,0
20230808T0100,11.320246,0
20230808T0200,10.400246,0
20230808T0300,9.700245,0
20230808T0400,9.080245,0
20230808T0500,10.100245,0
20230808T0600,12.520246,0
20230808T0700,14.690246,0
20230808T0800,17.050245,0
20230808T0900,19.070246,0
20230808T1000,20.250246,0
20230808T1100,21.370245,0
20230808T1200,21.650246,0
20230808T1300,22.080246,0
20230808T1400,22.420246,0
20230808T1500,22.490246,0
20230808T1600,22.690245,0
20230808T1700,22.320246,0
20230808T1800,20.710245,0
20230808T1900,18.550245,0
20230808T2000,16.620245,0
20230808T2100,16.400246,0
20230808T2200,16.510246,0
20230808T2300,16.370245,0
20230809T0000,16.030245,0
20230809T0100,15.290245,0
20230809T0200,15.300245,0
20230809T0300,15.170245,0
20230809T0400,15.520246,0
20230809T0500,15.790245,0
20230809T0600,16.590246,0
20230809T0700,17.360245,0
20230809T0800,18.310246,0
20230809T0900,19.690245,0
20230809T1000,21.200245,0
20230809T1100,22.740246,0
20230809T1200,23.220245,0
20230809T1300,23.540245,0
20230809T1400,23.930244,0
20230809T1500,23.950245,0
20230809T1600,23.380245,0
20230809T1700,22.830246,0
20230809T1800,21.970245,0
20230809T1900,20.420246,0
20230809T2000,19.370245,0
20230809T2100,16.480246,0
20230809T2200,14.990245,0
20230809T2300,14.550245,0
20230810T0000,14.910245,0
20230810T0100,14.970245,0
20230810T0200,14.380245,0
20230810T0300,13.890245,0
20230810T0400,13.530245,0
20230810T0500,13.910245,0
20230810T0600,16.500246,0
20230810T0700,19.190245,0
20230810T0800,21.260244,0
20230810T0900,22.970245,0
20230810T1000,24.680244,0
20230810T1100,25.850245,0
20230810T1200,27.120245,0
20230810T1300,28.020245,0
20230810T1400,28.370245,0
20230810T1500,28.430244,0
20230810T1600,28.250246,0
20230810T1700,27.120245,0
20230810T1800,25.180244,0
20230810T1900,22.740246,0
20230810T2000,20.700245,0
20230810T2100,19.050245,0
20230810T2200,18.240246,0
20230810T2300,17.990246,0
20230811T0000,16.260246,0
20230811T0100,14.520246,0
20230811T0200,14.270246,0
20230811T0300,14.080245,0
20230811T0400,14.080245,0
20230811T0500,14.910245,0
20230811T0600,18.000246,0
20230811T0700,20.780245,0
20230811T0800,23.300245,0
20230811T0900,25.550245,0
20230811T1000,27.560246,0
20230811T1100,29.040245,0
20230811T1200,30.080246,0
20230811T1300,31.070246,0
20230811T1400,31.620245,0
20230811T1500,31.940245,0
20230811T1600,31.960245,0
20230811T1700,31.580246,0
20230811T1800,29.790245,0
20230811T1900,26.930244,0
20230811T2000,24.720245,0
20230811T2100,21.520245,0
20230811T2200,19.810246,0
20230811T2300,18.990246,0
20230812T0000,19.110245,0
20230812T0100,19.030245,0
20230812T0200,18.780245,0
20230812T0300,19.200245,0
20230812T0400,19.250246,0
20230812T0500,19.340246,0
20230812T0600,20.940245,0
20230812T0700,23.130245,0.4
20230812T0800,24.570246,0.7
20230812T0900,25.470245,0
20230812T1000,25.740246,0
20230812T1100,26.730246,0
20230812T1200,28.260244,0
20230812T1300,27.370245,1.7
20230812T1400,28.300245,0
20230812T1500,28.960245,0.3
20230812T1600,28.050245,0.3
20230812T1700,27.530245,0
20230812T1800,26.500246,0
20230812T1900,24.160246,0
20230812T2000,23.990246,0
20230812T2100,23.040245,0
20230812T2200,21.740246,0
20230812T2300,21.530245,0
20230813T0000,21.350245,0
20230813T0100,21.220245,0
20230813T0200,20.120245,0
20230813T0300,19.530245,0
20230813T0400,19.550245,0
20230813T0500,19.370245,0
20230813T0600,20.870245,0
20230813T0700,22.500246,0.1
20230813T0800,24.350245,0
20230813T0900,25.930244,0
20230813T1000,26.760244,0
20230813T1100,28.320246,0
20230813T1200,29.180244,0
20230813T1300,29.670246,0
20230813T1400,28.890245,0.3
20230813T1500,28.250246,0
20230813T1600,26.640245,1.2
20230813T1700,26.070246,1.4
20230813T1800,25.420246,0.8
20230813T1900,23.390245,0
20230813T2000,22.000246,0
20230813T2100,21.720245,0
20230813T2200,22.260244,0
20230813T2300,21.470245,0
20230814T0000,21.190245,0
20230814T0100,20.490246,0
20230814T0200,19.800245,0
20230814T0300,19.620245,0
20230814T0400,19.660246,0
20230814T0500,20.010244,0
20230814T0600,21.380245,0
20230814T0700,23.420246,0
20230814T0800,25.110245,0
20230814T0900,26.760244,0
20230814T1000,27.770245,0
20230814T1100,29.060246,0
20230814T1200,28.840246,0.3
20230814T1300,29.960245,0
20230814T1400,30.800245,0
20230814T1500,31.200245,0
20230814T1600,31.110245,0
20230814T1700,30.700245,0
20230814T1800,29.010244,0
20230814T1900,26.440245,0
20230814T2000,25.450245,0
20230814T2100,24.150246,0
20230814T2200,23.910246,0
20230814T2300,23.090246,0
20230815T0000,22.170246,0
20230815T0100,21.250246,0
20230815T0200,20.970245,0
20230815T0300,20.550245,0
20230815T0400,20.280245,0
20230815T0500,19.930244,0
20230815T0600,21.610245,0
20230815T0700,23.520245,0
20230815T0800,25.660246,0
20230815T0900,27.280245,0
20230815T1000,27.550245,0
20230815T1100,28.640245,0
20230815T1200,29.160246,0
20230815T1300,29.800245,0
20230815T1400,30.040245,0
20230815T1500,30.750246,0
20230815T1600,30.430244,0
20230815T1700,29.670246,0
20230815T1800,27.780245,0
20230815T1900,24.330246,0
20230815T2000,22.460245,0
20230815T2100,21.180244,0
20230815T2200,20.660246,0
20230815T2300,20.340246,0
20230816T0000,19.300245,0
20230816T0100,18.640245,0
20230816T0200,18.100245,0
20230816T0300,17.710245,0
20230816T0400,17.450245,0
20230816T0500,17.740246,0
20230816T0600,20.310246,0
20230816T0700,22.470245,0
20230816T0800,24.560246,0
20230816T0900,26.390245,0
20230816T1000,28.630245,0
20230816T1100,30.170246,0
20230816T1200,31.490246,0
20230816T1300,32.450245,0
20230816T1400,31.990246,0.7
20230816T1500,31.650246,0
20230816T1600,31.430244,0
20230816T1700,30.470245,0
20230816T1800,28.800245,0
20230816T1900,26.040245,0
20230816T2000,24.160246,0
20230816T2100,22.080246,0
20230816T2200,21.050245,0
20230816T2300,20.750246,0
20230817T0000,20.060246,0
20230817T0100,19.470245,0
20230817T0200,19.100245,0
20230817T0300,19.310246,0
20230817T0400,18.380245,0
20230817T0500,18.320246,0
20230817T0600,19.830246,0
20230817T0700,21.320246,0
20230817T0800,23.130245,0
20230817T0900,24.840246,0
20230817T1000,26.530245,0
20230817T1100,28.330246,0
20230817T1200,29.420246,0.1
20230817T1300,29.730246,0
20230817T1400,29.760244,0
20230817T1500,29.610245,0
20230817T1600,29.850245,0.2
20230817T1700,28.580246,0.6
20230817T1800,27.300245,0
20230817T1900,25.470245,0
20230817T2000,23.870245,0
20230817T2100,21.640245,0
20230817T2200,20.890245,0
20230817T2300,19.850245,0
20230818T0000,19.140245,0
20230818T0100,18.360245,0
20230818T0200,17.860245,0
20230818T0300,17.910246,0
20230818T0400,17.630245,0
20230818T0500,17.570246,0
20230818T0600,19.450245,0
20230818T0700,22.140245,0
20230818T0800,24.500246,0
20230818T0900,26.870245,0
20230818T1000,28.690245,0
20230818T1100,30.830246,0
20230818T1200,32.430244,0
20230818T1300,33.52025,0
20230818T1400,34.160248,0
20230818T1500,34.440247,0
20230818T1600,34.260246,0
20230818T1700,33.640247,0
20230818T1800,30.060246,0
20230818T1900,26.300245,0
20230818T2000,24.660246,0
20230818T2100,23.640245,0
20230818T2200,22.530245,0
20230818T2300,22.110245,0
20230819T0000,21.560246,0
20230819T0100,20.890245,0
20230819T0200,19.630245,0
20230819T0300,19.070246,0
20230819T0400,18.580246,0
20230819T0500,18.700245,0
20230819T0600,21.070246,0
20230819T0700,24.390245,0
20230819T0800,27.510244,0
20230819T0900,29.620245,0
20230819T1000,31.350245,0
20230819T1100,32.760246,0
20230819T1200,33.760246,0
20230819T1300,34.620247,0
20230819T1400,34.68025,0
20230819T1500,34.230247,0
20230819T1600,33.420246,0
20230819T1700,31.760244,0
20230819T1800,30.060246,0
20230819T1900,28.290245,0
20230819T2000,26.200245,0
20230819T2100,23.910246,0
20230819T2200,22.790245,0
20230819T2300,21.920246,0
20230820T0000,21.120245,0
20230820T0100,20.940245,0
20230820T0200,20.700245,0
20230820T0300,20.500246,0
20230820T0400,19.620245,0
20230820T0500,19.310246,0
20230820T0600,21.700245,0
20230820T0700,24.240246,0
20230820T0800,26.490246,0
20230820T0900,28.440245,0
20230820T1000,29.920246,0
20230820T1100,31.480246,0
20230820T1200,33.050247,0
20230820T1300,33.940247,0
20230820T1400,34.660248,0
20230820T1500,34.370247,0
20230820T1600,33.920246,0.1
20230820T1700,33.09025,0
20230820T1800,31.800245,0
20230820T1900,29.160246,0
20230820T2000,27.150246,0
20230820T2100,25.160246,0
20230820T2200,24.260244,0
20230820T2300,23.780245,0
20230821T0000,23.570246,0
20230821T0100,22.780245,0
20230821T0200,22.210245,0
20230821T0300,21.670246,0
20230821T0400,21.500246,0
20230821T0500,21.550245,0
20230821T0600,23.210245,0
20230821T0700,25.540245,0
20230821T0800,27.480246,0
20230821T0900,29.440245,0
20230821T1000,31.470245,0
20230821T1100,32.79025,0
20230821T1200,34.070248,0
20230821T1300,34.780247,0
20230821T1400,35.20025,0
20230821T1500,35.280247,0
20230821T1600,35.030247,0
20230821T1700,34.04025,0
20230821T1800,31.820246,0
20230821T1900,29.130245,0
20230821T2000,27.540245,0
20230821T2100,25.440245,0
20230821T2200,24.010244,0
20230821T2300,22.960245,0
20230822T0000,22.580246,0
20230822T0100,22.220245,0
20230822T0200,21.510244,0
20230822T0300,21.240246,0
20230822T0400,21.040245,0
20230822T0500,20.840246,0
20230822T0600,22.640245,0
20230822T0700,25.060246,0
20230822T0800,27.160246,0
20230822T0900,29.130245,0
20230822T1000,31.030245,0
20230822T1100,32.570248,0
20230822T1200,33.550247,0
20230822T1300,34.29025,0
20230822T1400,35.02025,0
20230822T1500,35.190247,0
20230822T1600,34.560246,0
20230822T1700,33.43025,0
20230822T1800,31.620245,0
20230822T1900,29.130245,0
20230822T2000,27.560246,0
20230822T2100,26.190245,0
20230822T2200,24.940245,0
20230822T2300,23.910246,0
20230823T0000,23.390245,0
20230823T0100,22.630245,0
20230823T0200,22.050245,0
20230823T0300,21.800245,0
20230823T0400,21.440245,0
20230823T0500,21.500246,0
20230823T0600,23.000246,0
20230823T0700,24.780245,0
20230823T0800,26.570246,0
20230823T0900,28.270245,0
20230823T1000,30.350245,0
20230823T1100,31.870245,0
20230823T1200,32.88025,0
20230823T1300,33.660248,0
20230823T1400,33.850246,0
20230823T1500,33.650246,0
20230823T1600,32.95025,0
20230823T1700,31.760244,0
20230823T1800,29.770245,0
20230823T1900,26.450245,0
20230823T2000,24.490246,0
20230823T2100,23.510244,0
20230823T2200,22.160246,0
20230823T2300,21.300245,0
20230824T0000,21.150246,0
20230824T0100,20.490246,0
20230824T0200,20.440245,0
20230824T0300,19.800245,0
20230824T0400,19.580246,0
20230824T0500,19.540245,0
20230824T0600,21.130245,0
20230824T0700,23.720245,0
20230824T0800,26.240246,0
20230824T0900,28.230246,0
20230824T1000,29.570246,0
20230824T1100,31.960245,0
20230824T1200,33.810246,0
20230824T1300,35.27025,0
20230824T1400,35.79025,0
20230824T1500,35.900246,0
20230824T1600,33.980247,1.2
20230824T1700,30.290245,0.3
20230824T1800,26.840246,0
20230824T1900,25.550245,0.2
20230824T2000,24.470245,0
20230824T2100,23.360245,0
20230824T2200,22.570246,0
20230824T2300,22.320246,0
20230825T0000,21.400246,0
20230825T0100,21.310246,0
20230825T0200,21.250246,0
20230825T0300,21.110245,0
20230825T0400,20.810246,0
20230825T0500,20.810246,0
20230825T0600,21.200245,0
20230825T0700,22.070246,0.4
20230825T0800,23.830246,0
20230825T0900,24.910246,0
20230825T1000,23.760244,0
20230825T1100,24.970245,0
20230825T1200,26.550245,0
20230825T1300,26.840246,0
20230825T1400,26.660246,0
20230825T1500,26.460245,0.2
20230825T1600,26.010244,0
20230825T1700,25.290245,0.3
20230825T1800,23.770245,0.7
20230825T1900,22.370245,0.1
20230825T2000,20.930244,1.1
20230825T2100,20.630245,0.9
20230825T2200,20.460245,0.4
20230825T2300,20.270245,0.6
20230826T0000,20.530245,0.1
20230826T0100,20.790245,0
20230826T0200,20.540245,0.1
20230826T0300,20.250246,0.1
20230826T0400,19.660246,0
20230826T0500,19.340246,0
20230826T0600,19.720245,0
20230826T0700,20.070246,0.4
20230826T0800,20.590246,0.6
20230826T0900,20.710245,1.1
20230826T1000,20.190245,1.3
20230826T1100,19.240246,1.2
20230826T1200,18.940245,1.1
20230826T1300,18.410246,1.4
20230826T1400,18.620245,1
20230826T1500,19.350245,0.4
20230826T1600,19.380245,0.3
20230826T1700,19.090246,0.2
20230826T1800,18.400246,0.1
20230826T1900,17.590246,0
20230826T2000,17.640245,0
20230826T2100,17.180244,0
20230826T2200,17.330246,0
20230826T2300,17.440245,0
20230827T0000,16.980246,0.6
20230827T0100,16.820246,1.8
20230827T0200,16.730246,2.6
20230827T0300,16.500246,2.2
20230827T0400,16.400246,1.8
20230827T0500,15.930245,2.3
20230827T0600,15.880245,1.8
20230827T0700,16.440247,0
20230827T0800,17.420246,0
20230827T0900,18.190245,0
20230827T1000,19.160246,0
20230827T1100,19.390245,0
20230827T1200,19.250246,0
20230827T1300,18.640245,0
20230827T1400,18.360245,0
20230827T1500,18.200245,0.2
20230827T1600,17.920246,0.2
20230827T1700,17.540245,0
20230827T1800,16.990246,0
20230827T1900,16.400246,0
20230827T2000,15.830245,0
20230827T2100,15.8102455,0
20230827T2200,15.300245,0
20230827T2300,15.260245,0
20230828T0000,14.550245,0
20230828T0100,14.250245,0
20230828T0200,14.220245,0
20230828T0300,14.140245,0
20230828T0400,14.200245,0
20230828T0500,13.970245,0.4
20230828T0600,13.870245,0.6
20230828T0700,14.070246,0.2
20230828T0800,14.250245,0.3
20230828T0900,14.8102455,0.3
20230828T1000,15.630245,0.3
20230828T1100,16.000246,0.5
20230828T1200,15.890245,0.6
20230828T1300,15.850245,0.7
20230828T1400,15.290245,0.6
20230828T1500,15.130245,0.7
20230828T1600,14.800245,0.6
20230828T1700,14.540245,0.5
20230828T1800,14.090245,0.4
20230828T1900,13.700245,0.4
20230828T2000,13.470245,0.5
20230828T2100,13.230246,0.3
20230828T2200,13.0602455,0.3
20230828T2300,12.880245,0.3
20230829T0000,12.730246,0.2
20230829T0100,12.650246,0
20230829T0200,12.650246,0
20230829T0300,12.510245,0
20230829T0400,12.390245,0
20230829T0500,12.370245,0.2
20230829T0600,12.710245,0.2
20230829T0700,13.380245,0
20230829T0800,14.170245,0
20230829T0900,15.180245,0.1
20230829T1000,15.920245,0.1
20230829T1100,16.330246,0.1
20230829T1200,16.620245,0.2
20230829T1300,16.590246,0.1
20230829T1400,16.600245,0.4
20230829T1500,16.600245,0.5
20230829T1600,16.250246,0.2
20230829T1700,16.100246,0.2
20230829T1800,15.340245,0.2
20230829T1900,14.690246,0
20230829T2000,14.200245,0
20230829T2100,14.830245,0.1
20230829T2200,14.790245,0
20230829T2300,14.480246,0
20230830T0000,13.3102455,0
20230830T0100,12.920245,0
20230830T0200,12.0602455,0
20230830T0300,12.350245,0
20230830T0400,11.850245,0
20230830T0500,11.870245,0
20230830T0600,13.000245,0
20230830T0700,14.320246,0
20230830T0800,15.650246,0
20230830T0900,16.980246,0
20230830T1000,17.840246,0
20230830T1100,19.170246,0
20230830T1200,20.070246,0
20230830T1300,20.370245,0
20230830T1400,20.760244,0
20230830T1500,20.790245,0
20230830T1600,20.610245,0
20230830T1700,20.140245,0
20230830T1800,18.350245,0
20230830T1900,16.810246,0
20230830T2000,16.530245,0
20230830T2100,15.900246,0
20230830T2200,15.480246,0
20230830T2300,15.300245,0
20230831T0000,15.100245,0.2
20230831T0100,14.850245,0.1
20230831T0200,14.920245,0
20230831T0300,14.770246,0
20230831T0400,14.5602455,0
20230831T0500,13.820246,0
20230831T0600,14.290245,0
20230831T0700,15.410245,0
20230831T0800,16.470245,0
20230831T0900,16.980246,0
20230831T1000,18.240246,0
20230831T1100,18.850245,0
20230831T1200,18.970245,0
20230831T1300,19.660246,0
20230831T1400,19.980246,0
20230831T1500,19.910246,0
20230831T1600,19.650246,0
20230831T1700,19.020245,0.2
20230831T1800,17.810246,0.1
20230831T1900,16.940245,0
20230831T2000,16.630245,0
20230831T2100,17.080246,0.1
20230831T2200,17.180244,0
20230831T2300,17.360245,0
